"","dayofweek","visib","num_accidents"
"876",4,9.8,0.695560253699789
"877",5,8.5,0.718816067653277
"878",6,9.2,0.687103594080338
"879",7,9.2,0.964059196617336
"880",1,4.2,0.560253699788584
"881",2,7.1,0.418604651162791
"882",3,4.9,0.706131078224101
"883",4,6.6,0.602536997885835
"884",5,10,0.636363636363636
"885",6,10,0.412262156448203
"886",7,10,0.708245243128964
"887",1,8.4,0.509513742071882
"888",2,10,0.427061310782241
"889",3,10,0.585623678646934
"890",4,7.9,0.623678646934461
"891",5,6.4,0.6553911205074
"892",6,9.1,0.653276955602537
"893",7,5.9,0.198731501057082
"894",1,6,0.080338266384778
"895",2,10,0.46723044397463
"896",3,8,0.315010570824524
"897",4,3.6,0.498942917547569
"898",5,8.4,0.73784355179704
"899",6,10,0.545454545454545
"900",7,10,0.792811839323467
"901",1,10,0.312896405919662
"902",2,6.2,0.556025369978858
"903",3,6.2,0.881606765327696
"904",4,7.8,0.731501057082452
"905",5,8.2,0.890063424947146
"906",6,10,0.661733615221987
"907",7,9.9,0.881606765327696
"908",1,9.2,0.503171247357294
"909",2,4.3,0.376321353065539
"910",3,7.4,0.644820295983087
"911",4,9.3,0.560253699788584
"912",5,6.5,0.689217758985201
"913",6,7.1,0.520084566596195
"914",7,7.6,0.405919661733615
"915",1,8,0.0676532769556025
"916",2,9.3,0.232558139534884
"917",3,8.8,0.509513742071882
"918",4,7.4,0.610993657505285
"919",5,3.8,0.556025369978858
"920",6,8.5,0.443974630021142
"921",7,8.7,0.744186046511628
"922",1,10,0.507399577167019
"923",2,9.7,0.346723044397463
"924",3,8.3,0.657505285412262
"925",4,9.8,0.634249471458774
"926",5,6.8,0.536997885835095
"927",6,9.2,0.695560253699789
"928",7,10,0.638477801268499
"929",1,10,0.431289640591966
"930",2,6.9,0.397463002114165
"931",3,4.1,0.782241014799154
"932",4,3.6,0.526427061310782
"933",5,7.8,0.551797040169133
"934",6,10,0.562367864693446
"935",7,10,0.281183932346723
"936",1,9.7,0.198731501057082
"937",2,8.8,0.41014799154334
"938",3,9.9,0.568710359408034
"939",4,9,0.604651162790698
"940",5,5.4,0.575052854122622
"941",6,6.2,0.761099365750529
"942",7,8.5,0.837209302325581
"943",1,8.9,0.657505285412262
"944",2,9,0.408033826638478
"945",3,9.1,0.735729386892178
"946",4,6.1,0.653276955602537
"947",5,7.6,0.553911205073996
"948",6,10,0.577167019027484
"949",7,10,0.780126849894292
"950",1,10,0.397463002114165
"951",2,9.2,0.27906976744186
"952",3,9.3,0.536997885835095
"953",4,7.5,0.515856236786469
"954",5,7.2,0.604651162790698
"955",6,8.4,0.754756871035941
"956",7,8.6,0.78646934460888
"957",1,8.2,0.47568710359408
"958",2,9.5,0.412262156448203
"959",3,7.6,0.496828752642706
"960",4,8.8,0.562367864693446
"961",5,6.3,0.501057082452431
"962",6,6.4,0.513742071881607
"963",7,7.1,0.837209302325581
"964",1,4.8,0.473572938689218
"965",2,4.7,0.285412262156448
"966",3,3.8,0.460887949260042
"967",4,9.7,0.503171247357294
"968",5,9.2,0.526427061310782
"969",6,10,0.543340380549683
"970",7,10,0.53276955602537
"971",1,10,0.384778012684989
"972",2,10,0.435517970401691
"973",3,9,0.543340380549683
"974",4,9.4,0.568710359408034
"975",5,9.7,0.627906976744186
"976",6,7.5,0.651162790697674
"977",7,6.8,0.604651162790698
"978",1,10,0.389006342494715
"979",2,10,0.310782241014799
"980",3,10,0.27061310782241
"981",4,9.1,0.92600422832981
"982",5,7.6,0.809725158562368
"983",6,5.6,0.758985200845666
"984",7,9.5,0.862579281183932
"985",1,9.9,0.416490486257928
"986",2,8.8,0.255813953488372
"987",3,10,0.469344608879493
"988",4,10,0.469344608879493
"989",5,10,0.826638477801269
"990",6,7.8,0.818181818181818
"991",7,7.9,0.852008456659619
"992",1,6.6,0.630021141649049
"993",2,7.5,0.420718816067653
"994",3,10,0.564482029598309
"995",4,10,0.452431289640592
"996",5,10,0.304439746300211
"997",6,10,0.553911205073996
"998",7,10,0.482029598308668
"999",1,10,0.422832980972516
"1000",2,10,0.287526427061311
"1001",3,9.7,0.484143763213531
"1002",4,8.5,0.422832980972516
"1003",5,4.1,0.585623678646934
"1004",6,8.1,0.689217758985201
"1005",7,4.1,0.932346723044397
"1006",1,7.9,0.420718816067653
"1007",2,10,0.378435517970402
"1008",3,10,0.507399577167019
"1009",4,10,0.579281183932347
"1010",5,10,0.657505285412262
"1011",6,10,0.653276955602537
"1012",7,9.8,0.86046511627907
"1013",1,9,0.617336152219873
"1014",2,10,0.427061310782241
"1015",3,9.7,0.312896405919662
"1016",4,6.5,0.775898520084567
"1017",5,9,0.636363636363636
"1018",6,10,0.689217758985201
"1019",7,9.8,0.674418604651163
"1020",1,10,0.439746300211416
"1021",2,10,0.41014799154334
"1022",3,10,0.6553911205074
"1023",4,9.7,0.754756871035941
"1024",5,9.9,0.767441860465116
"1025",6,8.8,0.653276955602537
"1026",7,10,0.813953488372093
"1027",1,10,0.342494714587738
"1028",2,9.7,0.348837209302326
"1029",3,10,0.720930232558139
"1030",4,10,0.579281183932347
"1031",5,9.3,0.701902748414376
"1032",6,3.5,0.866807610993658
"1033",7,10,0.699788583509514
"1034",1,10,0
"1036",3,9.5,0.54122621564482
"1037",4,8.2,0.630021141649049
"1038",5,9.7,0.665961945031712
"1039",6,9.1,0.704016913319239
"1040",7,4.3,0.547568710359408
"1041",1,6.9,0.302325581395349
"1042",2,10,0.243128964059197
"1043",3,10,0.545454545454545
"1044",4,9.3,0.845665961945032
"1045",5,4,0.365750528541226
"1046",6,7.3,0.591966173361522
"1047",7,9.8,0.676532769556025
"1048",1,10,0.54122621564482
"1049",2,10,0.302325581395349
"1050",3,10,0.551797040169133
"1051",4,10,0.691331923890063
"1052",5,10,0.572938689217759
"1053",6,10,0.930232558139535
"1054",7,7.2,0.976744186046512
"1055",1,10,0.507399577167019
"1056",2,8.1,0.156448202959831
"1057",3,8.5,0.733615221987315
"1058",4,10,0.79492600422833
"1059",5,10,0.761099365750529
"1060",6,10,0.0549682875264271
"1061",7,9.8,0.260042283298097
"1062",1,9.1,0.319238900634249
"1063",2,9.6,0.202959830866808
"1064",3,10,0.536997885835095
"1065",4,9.3,0.822410147991543
"1066",5,2.3,0.630021141649049
"1067",6,6.4,0.562367864693446
"1068",7,10,0.682875264270613
"1069",1,10,0.575052854122622
"1070",2,8.5,0.27061310782241
"1071",3,8,0.657505285412262
"1072",4,7.8,0.551797040169133
"1073",5,10,0.460887949260042
"1074",6,9,0.657505285412262
"1075",7,6.1,0.712473572938689
"1076",1,8.1,0.46723044397463
"1077",2,8.1,0.405919661733615
"1078",3,6.7,0.591966173361522
"1079",4,5.9,0.841437632135307
"1080",5,10,0.668076109936575
"1081",6,8.8,0.820295983086681
"1082",7,2.4,0.866807610993658
"1083",1,10,0.564482029598309
"1084",2,10,0.302325581395349
"1085",3,9.4,0.539112050739958
"1086",4,4.4,0.723044397463002
"1087",5,3.9,0.947145877378435
"1088",6,2.1,0.520084566596195
"1090",1,8.9,0.080338266384778
"1091",2,4.5,0.340380549682875
"1092",3,9.3,0.281183932346723
"1093",4,6.1,0.372093023255814
"1094",5,9.4,0.304439746300211
"1095",6,9.5,0.359408033826638
"1096",7,9.8,0.0600858369098712
"1097",1,10,0.122317596566524
"1098",2,10,0.143776824034335
"1099",3,10,0.506437768240343
"1100",4,7.9,0.590128755364807
"1101",5,10,0.55793991416309
"1102",6,10,0.379828326180258
"1103",7,9.9,0.508583690987124
"1104",1,10,0.405579399141631
"1105",2,4.9,0.208154506437768
"1106",3,8.4,0.675965665236052
"1107",4,10,0.583690987124464
"1108",5,9.6,0.515021459227468
"1109",6,8.1,0.497854077253219
"1110",7,10,0.766094420600858
"1111",1,7.3,0.424892703862661
"1112",2,9.2,0.184549356223176
"1113",3,8.8,0.248927038626609
"1114",4,10,0.637339055793991
"1115",5,10,0.553648068669528
"1116",6,10,0.645922746781116
"1117",7,10,0.723175965665236
"1118",1,6.1,0.0793991416309013
"1119",2,6.3,0.32618025751073
"1120",3,10,0.628755364806867
"1121",4,9.1,0.791845493562232
"1122",5,7.5,0.65450643776824
"1123",6,10,0.678111587982833
"1124",7,10,0.600858369098712
"1125",1,10,0.495708154506438
"1126",2,8.6,0.358369098712446
"1127",3,6.9,0.753218884120172
"1128",4,10,0.742489270386266
"1129",5,9.5,0.459227467811159
"1130",6,3.1,0.523605150214592
"1131",7,3.5,0.51931330472103
"1132",1,9.9,0.40343347639485
"1133",2,10,0.124463519313305
"1134",3,3.8,0.291845493562232
"1135",4,8.1,0.44206008583691
"1136",5,9.1,0.369098712446352
"1137",6,9.5,0.551502145922747
"1138",7,10,0.564377682403433
"1139",1,7.4,0.246781115879828
"1142",4,4.8,0.536480686695279
"1143",5,6.2,0.343347639484979
"1144",6,10,0.487124463519313
"1145",7,10,0.358369098712446
"1146",1,8.8,0.407725321888412
"1147",2,8.4,0.248927038626609
"1148",3,10,0.536480686695279
"1149",4,10,0.553648068669528
"1150",5,6,0.633047210300429
"1151",6,4.2,0.639484978540773
"1152",7,9.5,0.238197424892704
"1153",1,10,0.0493562231759657
"1154",2,10,0.309012875536481
"1155",3,7.2,0.53862660944206
"1156",4,9.3,0.637339055793991
"1157",5,6.8,0.618025751072961
"1158",6,10,0.55793991416309
"1159",7,6.9,0.686695278969957
"1160",1,9.1,0.506437768240343
"1161",2,10,0.289699570815451
"1162",3,9.9,0.44206008583691
"1163",4,8.8,0.572961373390558
"1164",5,8,0.633047210300429
"1165",6,7.6,0.566523605150215
"1166",7,7.6,0.658798283261803
"1167",1,8.8,0.55793991416309
"1168",2,10,0.150214592274678
"1169",3,9.5,0.590128755364807
"1170",4,3.4,0.521459227467811
"1171",5,7.7,0.566523605150215
"1172",6,5.9,0.530042918454936
"1173",7,9.9,0.598712446351931
"1174",1,10,0.375536480686695
"1175",2,10,0.244635193133047
"1176",3,7.3,0.540772532188841
"1177",4,10,0.564377682403433
"1178",5,8.5,0.549356223175966
"1179",6,9.6,0.579399141630901
"1180",7,2.7,0.388412017167382
"1181",1,9.3,0.354077253218884
"1182",2,9.8,0.201716738197425
"1183",3,5.9,0.628755364806867
"1184",4,9.7,0.682403433476395
"1185",5,10,0.611587982832618
"1186",6,8.7,0.61587982832618
"1187",7,2.2,0.723175965665236
"1188",1,5,0.497854077253219
"1189",2,8.3,0.472103004291845
"1190",3,8.2,0.682403433476395
"1191",4,9.8,0.658798283261803
"1192",5,10,0.564377682403433
"1193",6,7.6,0.568669527896996
"1194",7,7.3,0.710300429184549
"1195",1,10,0.412017167381974
"1196",2,10,0.28755364806867
"1197",3,9.9,0.555793991416309
"1198",4,6.4,0.585836909871245
"1199",5,9.8,0.718884120171674
"1200",6,10,0.663090128755365
"1201",7,10,0.789699570815451
"1202",1,10,0.67381974248927
"1203",2,10,0.435622317596566
"1204",3,10,0.690987124463519
"1205",4,9.8,0.78755364806867
"1206",5,10,0.71244635193133
"1207",6,10,0.706008583690987
"1208",7,8.7,0.8068669527897
"1209",1,5.6,0.609442060085837
"1210",2,10,0.178111587982833
"1211",3,10,0.263948497854077
"1212",4,9,0.244635193133047
"1213",5,10,0.311158798283262
"1214",6,10,0.266094420600858
"1215",7,10,0.32618025751073
"1216",1,10,0.463519313304721
"1217",2,9.7,0.255364806866953
"1218",3,4.9,0.48068669527897
"1219",4,8.2,0.742489270386266
"1220",5,7.9,0.618025751072961
"1221",6,5.9,0.560085836909871
"1222",7,9.4,0.778969957081545
"1223",1,5.1,0.44206008583691
"1224",2,2.9,0.484978540772532
"1225",3,10,0.603004291845494
"1226",4,10,0.521459227467811
"1227",5,10,0.716738197424893
"1228",6,9.4,0.813304721030043
"1229",7,6.6,0.860515021459227
"1230",1,6.9,0.48068669527897
"1231",2,8.9,0.311158798283262
"1232",3,10,0.809012875536481
"1233",4,10,0.555793991416309
"1234",5,10,0.667381974248927
"1235",6,10,0.706008583690987
"1236",7,10,0.894849785407725
"1237",1,9.7,0.435622317596566
"1238",2,9,0.44206008583691
"1239",3,10,0.61587982832618
"1240",4,4.4,0.708154506437768
"1241",5,7.7,0.789699570815451
"1242",6,9.7,0.809012875536481
"1243",7,6.5,0.862660944206009
"1244",1,9.2,0.562231759656652
"1245",2,10,0.431330472103004
"1246",3,2,0.227467811158798
"1247",4,4.9,0.847639484978541
"1248",5,7.6,0.873390557939914
"1249",6,6.8,0.682403433476395
"1250",7,7.8,0.740343347639485
"1251",1,4.2,0.579399141630901
"1252",2,3.4,0.216738197424893
"1253",3,3.9,0.843347639484979
"1254",4,3.8,0.738197424892704
"1255",5,8.4,0.854077253218884
"1256",6,10,0.688841201716738
"1257",7,10,0.972103004291845
"1258",1,9.8,0.469957081545064
"1259",2,7.3,0.476394849785408
"1260",3,10,0.603004291845494
"1261",4,10,0.755364806866953
"1262",5,10,0.802575107296137
"1263",6,10,0.695278969957081
"1264",7,10,0.821888412017167
"1265",1,10,0.718884120171674
"1266",2,10,0.416309012875536
"1267",3,10,0.815450643776824
"1268",4,7.4,0.678111587982833
"1269",5,7.2,0.828326180257511
"1270",6,8.3,0.59656652360515
"1271",7,8.8,0.957081545064378
"1272",1,10,0.6931330472103
"1273",2,10,0.465665236051502
"1274",3,10,0.757510729613734
"1275",4,7.5,0.665236051502146
"1276",5,7.2,0.690987124463519
"1277",6,5.9,0.849785407725322
"1278",7,7.8,0.830472103004292
"1279",1,7.2,0.439914163090129
"1280",2,10,0.178111587982833
"1281",3,9.9,0.263948497854077
"1282",4,6.2,0.639484978540773
"1283",5,8.6,0.675965665236052
"1284",6,4.1,0.510729613733906
"1285",7,3.2,0.530042918454936
"1286",1,6.5,0.285407725321888
"1287",2,6.8,0.3068669527897
"1288",3,9.9,0.542918454935622
"1289",4,10,0.637339055793991
"1290",5,10,0.51931330472103
"1291",6,9.3,0.8068669527897
"1292",7,5.2,0.929184549356223
"1293",1,7,0.553648068669528
"1294",2,4.1,0.448497854077253
"1295",3,4.1,0.772532188841202
"1296",4,8.3,0.716738197424893
"1297",5,10,0.714592274678112
"1298",6,10,0.785407725321888
"1299",7,9,0.866952789699571
"1300",1,7.3,0.611587982832618
"1301",2,10,0.431330472103004
"1302",3,9.9,0.714592274678112
"1303",4,9,0.6931330472103
"1304",5,10,0.697424892703863
"1305",6,9.7,0.738197424892704
"1306",7,6,0.877682403433476
"1307",1,9,0.502145922746781
"1308",2,6.7,0.351931330472103
"1309",3,9.3,0.437768240343348
"1310",4,9.7,0.508583690987124
"1311",5,10,0.690987124463519
"1312",6,10,0.751072961373391
"1313",7,9.3,0.718884120171674
"1314",1,9.8,0.457081545064378
"1315",2,8.1,0.375536480686695
"1316",3,10,0.572961373390558
"1317",4,10,0.611587982832618
"1318",5,9.9,0.542918454935622
"1319",6,4.7,0.658798283261803
"1320",7,4.5,0.781115879828326
"1321",1,5.4,0.534334763948498
"1322",2,4.6,0.334763948497854
"1323",3,8.8,0.59656652360515
"1324",4,10,0.598712446351931
"1325",5,8.4,0.628755364806867
"1326",6,9.9,0.579399141630901
"1327",7,10,0.733905579399142
"1328",1,10,0.459227467811159
"1329",2,9.6,0.315450643776824
"1330",3,6.7,0.652360515021459
"1331",4,10,0.583690987124464
"1332",5,10,0.579399141630901
"1333",6,10,0.630901287553648
"1334",7,9.7,0.839055793991416
"1335",1,7.7,0.555793991416309
"1336",2,8.7,0.416309012875536
"1337",3,9.8,0.660944206008584
"1338",4,10,0.551502145922747
"1339",5,10,0.63519313304721
"1340",6,9.7,0.665236051502146
"1341",7,9.4,0.71244635193133
"1342",1,10,0.285407725321888
"1343",2,10,0.216738197424893
"1344",3,7,0.11587982832618
"1345",4,7.9,0.560085836909871
"1346",5,8.4,0.607296137339056
"1347",6,6.3,0.755364806866953
"1348",7,5.9,0.751072961373391
"1349",1,6.7,0.5
"1350",2,6.4,0.371244635193133
"1351",3,10,0.607296137339056
"1352",4,10,0.888412017167382
"1353",5,10,0.888412017167382
"1354",6,10,0.841201716738197
"1355",7,10,0.890557939914163
"1356",1,9.7,0.603004291845494
"1357",2,9.3,0.36480686695279
"1358",3,7.6,0.675965665236052
"1359",4,8.7,0.545064377682403
"1360",5,5.3,0.549356223175966
"1361",6,10,0.633047210300429
"1362",7,9.5,0.959227467811159
"1363",1,10,0.530042918454936
"1364",2,10,0.444206008583691
"1365",3,10,0.553648068669528
"1366",4,7.1,0.630901287553648
"1367",5,5.7,0.583690987124464
"1368",6,9.3,0.555793991416309
"1370",1,1.7,0.463519313304721
"1371",2,4.4,0.259656652360515
"1372",3,9.9,0.268240343347639
"1373",4,9.7,0.339055793991416
"1374",5,10,0.708154506437768
"1375",6,10,0.856223175965665
"1376",7,6.9,0.834763948497854
"1377",1,8.5,0.575107296137339
"1378",2,6.4,0.246781115879828
"1379",3,8,0.373390557939914
"1380",4,10,0.802575107296137
"1381",5,10,0.285407725321888
"1382",6,9.9,0.841201716738197
"1383",7,10,0.862660944206009
"1384",1,10,0.592274678111588
"1385",2,10,0.296137339055794
"1386",3,8.4,0.472103004291845
"1387",4,4.6,0.482832618025751
"1388",5,6.4,0.667381974248927
"1389",6,9.1,0.637339055793991
"1391",1,3.5,0.566523605150215
"1392",2,10,0.362660944206009
"1393",3,9.9,0.446351931330472
"1394",4,10,0.431330472103004
"1395",5,10,0.731759656652361
"1396",6,9.8,1
"1397",7,7.7,0.929184549356223
"1398",1,8.8,0.534334763948498
"1399",2,9.3,0.412017167381974
"1400",3,8.2,0.622317596566524
"1401",4,10,0.78755364806867
"1402",5,10,0.643776824034335
"1403",6,5.1,0.695278969957081
"1404",7,10,0.88412017167382
"1405",1,10,0.560085836909871
"1406",2,9,0.358369098712446
"1407",3,9.6,0.716738197424893
"1408",4,10,0.547210300429185
"1409",5,8.8,0.377682403433476
"1410",6,10,0.731759656652361
"1411",7,10,0.643776824034335
"1412",1,10,0.510729613733906
"1413",2,10,0.328326180257511
"1414",3,9.6,0.650214592274678
"1415",4,8.6,0.8068669527897
"1416",5,8,0.729613733905579
"1417",6,9.6,0.733905579399142
"1418",7,10,0.881974248927039
"1419",1,6.6,0.701716738197425
"1420",2,5.5,0.351931330472103
"1421",3,10,0.684549356223176
"1422",4,10,0.858369098712446
"1423",5,10,0.948497854077253
"1424",6,10,0.13519313304721
"1425",7,10,0.1931330472103
"1426",1,6.8,0.210300429184549
"1427",2,10,0.216738197424893
"1428",3,10,0.605150214592275
"1429",4,8.5,0.830472103004292
"1430",5,4.1,0.783261802575107
"1431",6,6.6,0.791845493562232
"1432",7,10,0.697424892703863
"1433",1,10,0.487124463519313
"1434",2,10,0.251072961373391
"1435",3,9.5,0.914163090128755
"1436",4,10,0.742489270386266
"1437",5,8.8,0.583690987124464
"1438",6,9.8,0.579399141630901
"1439",7,10,0.721030042918455
"1440",1,10,0.407725321888412
"1441",2,10,0.336909871244635
"1442",3,6.5,0.643776824034335
"1443",4,9.8,0.568669527896996
"1444",5,9.8,0.695278969957081
"1445",6,8.8,0.824034334763948
"1446",7,10,0.916309012875536
"1447",1,5.9,0.553648068669528
"1448",2,2.5,0.334763948497854
"1449",3,9.9,0.766094420600858
"1450",4,10,0.759656652360515
"1451",5,10,0.667381974248927
"1452",6,10,0.718884120171674
"1453",7,10,0.701716738197425
"1454",1,8.2,0.405579399141631
"1455",2,10,0
"1456",3,10,0.0622317596566524
"1457",4,4.4,0.437768240343348
"1458",5,10,0.388412017167382
"1459",6,8.6,0.379828326180258
"1460",7,9.5,0.467811158798283
"1461",1,10,0.214592274678112
"1462",2,9,0.240506329113924
"1463",3,10,0.164556962025316
"1464",4,5.4,0.607594936708861
"1465",5,6.2,0.462025316455696
"1466",6,10,0.381856540084388
"1467",7,6.1,0.483122362869198
"1469",2,6.1,0.0738396624472574
"1470",3,10,0.628691983122363
"1471",4,10,0.476793248945148
"1472",5,6.5,0.544303797468354
"1473",6,5.4,0.580168776371308
"1474",7,7.2,0.491561181434599
"1475",1,10,0.261603375527426
"1476",2,9,0.251054852320675
"1477",3,10,0.223628691983122
"1478",4,9.6,0.60337552742616
"1479",5,4.5,0.375527426160338
"1480",6,7.4,0.5042194092827
"1481",7,10,0.493670886075949
"1482",1,6.7,0.219409282700422
"1483",2,4.5,0.0843881856540084
"1484",3,8.8,0.624472573839662
"1485",4,2.3,0.407172995780591
"1486",5,8.5,0.432489451476793
"1487",6,9,0.40506329113924
"1488",7,9.9,0.447257383966245
"1489",1,10,0.274261603375527
"1490",2,9.9,0.120253164556962
"1491",3,9.7,0.367088607594937
"1492",4,8.2,0.421940928270042
"1493",5,9.7,0.428270042194093
"1494",6,10,0.453586497890295
"1495",7,10,0.50210970464135
"1496",1,10,0.358649789029536
"1497",2,9.5,0.122362869198312
"1498",3,10,0.415611814345992
"1499",4,8.4,0.537974683544304
"1500",5,2.8,0.637130801687764
"1501",6,7,0.286919831223629
"1502",7,7.9,0.710970464135021
"1503",1,8.4,0.29535864978903
"1504",2,7.9,0.143459915611814
"1505",3,6.5,0.571729957805907
"1506",4,10,0.668776371308017
"1507",5,7.5,0.489451476793249
"1508",6,9.2,0.592827004219409
"1509",7,10,0.651898734177215
"1510",1,9.8,0.419831223628692
"1511",2,9.5,0.141350210970464
"1512",3,10,0.120253164556962
"1513",4,10,0.236286919831224
"1514",5,9.7,0.223628691983122
"1515",6,5.2,0.443037974683544
"1516",7,6.9,0.60337552742616
"1517",1,6.5,0.426160337552743
"1518",2,7.3,0.191983122362869
"1519",3,10,0.356540084388186
"1520",4,9,0.464135021097046
"1521",5,2,0.421940928270042
"1522",6,6.9,0.594936708860759
"1523",7,10,0.789029535864979
"1524",1,9.9,0.348101265822785
"1525",2,10,0.248945147679325
"1526",3,10,0.521097046413502
"1527",4,9.2,0.561181434599156
"1528",5,5.5,0.50210970464135
"1529",6,9.1,0.620253164556962
"1530",7,5.8,0.508438818565401
"1531",1,9.4,0.373417721518987
"1532",2,10,0.305907172995781
"1533",3,10,0.888185654008439
"1534",4,6,0.00632911392405063
"1535",5,7.5,0.588607594936709
"1536",6,9.8,0.987341772151899
"1537",7,10,0.812236286919831
"1538",1,10,0.280590717299578
"1539",2,5.6,0.377637130801688
"1540",3,9.4,0.79957805907173
"1541",4,10,0.559071729957806
"1542",5,10,0.518987341772152
"1543",6,10,0.70042194092827
"1544",7,9.9,0.59704641350211
"1545",1,8.2,0.421940928270042
"1546",2,9.5,0.179324894514768
"1547",3,6.4,0.544303797468354
"1548",4,5,0.466244725738397
"1549",5,8.3,0.635021097046414
"1550",6,10,0.565400843881857
"1551",7,9.2,0.805907172995781
"1552",1,3.3,0.464135021097046
"1553",2,9.3,0.30168776371308
"1554",3,10,0.580168776371308
"1555",4,6.3,0.478902953586498
"1556",5,7.8,0.455696202531646
"1557",6,7.9,0.721518987341772
"1558",7,6.9,0.681434599156118
"1559",1,9.8,0.540084388185654
"1560",2,10,0.358649789029536
"1561",3,10,0.554852320675105
"1562",4,8.8,0.312236286919831
"1563",5,8.3,0.356540084388186
"1564",6,9.5,0.462025316455696
"1565",7,10,0.30379746835443
"1566",1,9.7,0.261603375527426
"1567",2,5.3,0.232067510548523
"1568",3,8.7,0.246835443037975
"1569",4,10,0.305907172995781
"1570",5,10,0.440928270042194
"1571",6,5.9,0.550632911392405
"1572",7,4.6,0.672995780590717
"1573",1,5.7,0.379746835443038
"1574",2,10,0.308016877637131
"1575",3,10,0.358649789029536
"1576",4,6.7,0.742616033755274
"1577",5,1.1,0.546413502109705
"1578",6,3,0.668776371308017
"1580",1,2.7,0.611814345991561
"1581",2,9.8,0.208860759493671
"1582",3,5,0.565400843881857
"1583",4,2.2,0.784810126582278
"1584",5,9.5,0.723628691983122
"1585",6,10,0.69620253164557
"1586",7,7.6,0.854430379746835
"1587",1,2.6,0.662447257383966
"1588",2,7.1,0.30168776371308
"1589",3,10,0.563291139240506
"1590",4,10,0.590717299578059
"1591",5,9.9,0.626582278481013
"1592",6,10,0.664556962025316
"1593",7,9.7,0.940928270042194
"1594",1,10,0.658227848101266
"1595",2,5.6,0.552742616033755
"1596",3,10,0.755274261603376
"1597",4,10,0.681434599156118
"1598",5,9.8,0.805907172995781
"1601",1,10,0.508438818565401
"1602",2,10,0.521097046413502
"1603",3,9.5,0.734177215189873
"1604",4,7.5,0.607594936708861
"1605",5,9,0.569620253164557
"1606",6,5.6,0.782700421940928
"1607",7,6.2,0.854430379746835
"1608",1,10,0.219409282700422
"1609",2,9.4,0.219409282700422
"1610",3,8.1,0
"1611",4,8.1,0.582278481012658
"1612",5,3.6,0.628691983122363
"1613",6,3,0.59704641350211
"1614",7,8.3,0.772151898734177
"1615",1,10,0.561181434599156
"1616",2,10,0.20464135021097
"1617",3,7,0.60126582278481
"1618",4,5.1,0.609704641350211
"1619",5,8.4,0.641350210970464
"1620",6,9.2,0.609704641350211
"1621",7,9.1,0.841772151898734
"1622",1,9.3,0.620253164556962
"1623",2,9.3,0.69831223628692
"1624",3,8,0.913502109704641
"1625",4,7.6,0.966244725738397
"1626",5,9.3,0.808016877637131
"1627",6,10,0.843881856540084
"1628",7,9.9,0.60337552742616
"1629",1,4.3,0.59704641350211
"1630",2,0.7,0.468354430379747
"1631",3,0.9,0.945147679324895
"1632",4,1.1,0.932489451476793
"1633",5,5.4,0.786919831223629
"1634",6,7.8,1
"1635",7,6.3,0.890295358649789
"1636",1,4.6,0.805907172995781
"1637",2,9.4,0.462025316455696
"1638",3,9.8,0.628691983122363
"1639",4,9.9,0.814345991561181
"1640",5,9.9,0.757383966244726
"1641",6,9.9,0.835443037974684
"1642",7,8.8,0.793248945147679
"1643",1,5.9,0.472573839662447
"1644",2,4.2,0.350210970464135
"1645",3,8.2,0.518987341772152
"1646",4,9.8,0.111814345991561
"1647",5,9.9,0.706751054852321
"1648",6,9.9,0.506329113924051
"1649",7,5.2,0.639240506329114
"1650",1,5.4,0.451476793248945
"1651",2,9.3,0.29746835443038
"1652",3,9.6,0.624472573839662
"1653",4,2.7,0.563291139240506
"1654",5,1.8,0.645569620253165
"1655",6,4.4,0.818565400843882
"1656",7,9,0.708860759493671
"1657",1,8.4,0.586497890295359
"1658",2,5.8,0.30379746835443
"1659",3,3.9,0.565400843881857
"1660",4,4,0.706751054852321
"1661",5,4.2,0.793248945147679
"1662",6,5.3,0.850210970464135
"1663",7,5.7,0.763713080168776
"1664",1,8.8,0.584388185654008
"1665",2,8.7,0.386075949367089
"1666",3,7.5,0.525316455696203
"1667",4,9.5,0.472573839662447
"1668",5,10,0.556962025316456
"1669",6,10,0.5042194092827
"1670",7,10,0.662447257383966
"1671",1,6.9,0.29746835443038
"1672",2,9.6,0.4957805907173
"1673",3,10,0.60126582278481
"1674",4,10,0.704641350210971
"1675",5,9.9,0.521097046413502
"1676",6,9.1,0.721518987341772
"1677",7,2.9,0.816455696202532
"1678",1,2.5,0.426160337552743
"1679",2,9.5,0.312236286919831
"1680",3,10,0.4957805907173
"1681",4,7.8,0.548523206751055
"1682",5,8.2,0.59915611814346
"1683",6,8.8,0.588607594936709
"1684",7,9.3,0.59915611814346
"1685",1,4.2,0.327004219409283
"1686",2,6.1,0.40506329113924
"1687",3,6.1,0.487341772151899
"1688",4,4.3,0.434599156118143
"1689",5,6.8,0.483122362869198
"1690",6,9.1,0.565400843881857
"1691",7,8,0.508438818565401
"1692",1,5.6,0.563291139240506
"1693",2,6.3,0.352320675105485
"1694",3,9.8,0.540084388185654
"1695",4,6.4,0.660337552742616
"1696",5,6.3,0.544303797468354
"1697",6,10,0.548523206751055
"1698",7,10,0.552742616033755
"1699",1,9.9,0.419831223628692
"1700",2,10,0.267932489451477
"1701",3,10,0.449367088607595
"1702",4,9.9,0.512658227848101
"1703",5,7,0.632911392405063
"1704",6,9.6,0.521097046413502
"1705",7,10,0.654008438818565
