"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","visib","number_of_accidents"
"246",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,8.9,0.571100917431193
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,10,0.31651376146789
"248",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,10,0.387614678899083
"249",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,10,0.527522935779816
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,10,0.33256880733945
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,10,0.635321100917431
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,10,0.628440366972477
"253",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,6.8,0.506880733944954
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,5.3,0.779816513761468
"255",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,6.1,0.681192660550459
"256",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,10,0.376146788990826
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,10,0.277522935779817
"258",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,10,0.493119266055046
"259",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,10,0.623853211009174
"260",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,10,0.495412844036697
"261",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,10,0.415137614678899
"262",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,9.5,0.63302752293578
"263",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,9.9,0.438073394495413
"264",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,8.8,0.527522935779816
"265",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,10,0.701834862385321
"266",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,10,0.596330275229358
"267",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,10,0.422018348623853
"268",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,10,0.369266055045872
"269",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,10,0.454128440366972
"270",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,10,0.440366972477064
"271",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,10,0.346330275229358
"272",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,9.8,0.573394495412844
"273",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,10,0.598623853211009
"274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,9.3,0.669724770642202
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,10,0.538990825688073
"276",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,9.3,0.694954128440367
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,9.6,0.325688073394495
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,6.9,0.112385321100917
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,8.5,0.603211009174312
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,8.7,0.502293577981651
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,10,0.399082568807339
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,10,0.467889908256881
"283",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,10,0.610091743119266
"284",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,10,0.461009174311927
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,10,0.337155963302752
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,10,0.194954128440367
"287",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,10,0.596330275229358
"288",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,6.2,0.442660550458716
"289",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,7.9,0.502293577981651
"290",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,8.8,0.745412844036697
"291",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,10,0.26605504587156
"292",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,10,0.309633027522936
"293",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,10,0.598623853211009
"294",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,10,0.424311926605505
"295",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,9.8,0.465596330275229
"296",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,9.9,0.635321100917431
"297",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,10,0.669724770642202
"298",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,10,0.621559633027523
"299",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,10,0.360091743119266
"300",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,10,0.607798165137615
"301",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,10,0.561926605504587
"302",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,10,0.465596330275229
"303",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,9.1,0.596330275229358
"304",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,6.3,0.814220183486238
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,6.4,0.44954128440367
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,8.8,0.137614678899083
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,10,0.694954128440367
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,10,0.355504587155963
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,10,0.642201834862385
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,7.1,0.667431192660551
"311",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,10,0.75
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,10,0.495412844036697
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,10,0.272935779816514
"314",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,10,0.231651376146789
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,8.5,0.669724770642202
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,10,0.545871559633027
"317",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,10,0.607798165137615
"318",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,10,0.600917431192661
"319",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,9.6,0.589449541284404
"320",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,6.8,0.405963302752294
"321",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,5,0.587155963302752
"322",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,9.8,0.561926605504587
"323",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,10,0.577981651376147
"324",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,10,0.626146788990826
"325",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,9.4,0.795871559633027
"326",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,9.6,0.415137614678899
"327",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,10,0.318807339449541
"328",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,10,0.814220183486238
"329",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,5.2,0.887614678899083
"330",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,9.4,0.169724770642202
"331",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,10,0.188073394495413
"332",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,10,0.284403669724771
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,9.8,0.149082568807339
"334",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,7,0.444954128440367
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,10,0.454128440366972
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,9.8,0.378440366972477
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8.3,0.5
"338",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,3,0.926605504587156
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,7.8,0.486238532110092
"340",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,10,0.231651376146789
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,6.8,0.651376146788991
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,6.7,0.422018348623853
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,9.9,0.573394495412844
"344",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,0.672018348623853
"345",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,9.9,0.779816513761468
"346",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,8.1,0.768348623853211
"347",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,5.8,0.217889908256881
"348",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,10,0.653669724770642
"349",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,9,0.798165137614679
"350",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,8.7,0.793577981651376
"351",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,0.577981651376147
"352",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,8.3,0.731651376146789
"353",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,5.5,0.548165137614679
"354",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,2.1,0.344036697247706
"355",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,3.5,0.807339449541284
"356",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,8.8,0.36697247706422
"357",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9.3,0.16743119266055
"358",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,10,0.277522935779817
"359",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,9.9,0.275229357798165
"360",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,6.9,0.0894495412844037
"361",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,8.8,0.277522935779817
"362",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,9.4,0.252293577981651
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,10,0.0902777777777778
"364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5.8,0.5625
"365",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,0.8,0.145833333333333
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,9.3,0.134259259259259
"367",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,2.5,0.365740740740741
"368",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,9.4,0.303240740740741
"369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,10,0.592592592592593
"370",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,0.465277777777778
"371",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,9.7,0.710648148148148
"372",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,4.4,0.243055555555556
"373",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,5.5,0.0648148148148148
"374",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,9.2,0.481481481481481
"375",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,5.2,0.460648148148148
"376",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,6.5,0.516203703703704
"377",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4.6,0.372685185185185
"378",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,6.7,0.530092592592593
"379",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,8.7,0.203703703703704
"380",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,10,0.0462962962962963
"381",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,10,0
"382",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,1.9,0.319444444444444
"383",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9.7,0.583333333333333
"384",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,10,0.798611111111111
"385",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,8.5,0.266203703703704
"386",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,9.4,0.243055555555556
"387",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,8.8,0.349537037037037
"388",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,10,0.333333333333333
"389",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,6.3,0.668981481481482
"390",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,0.6875
"391",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,9.9,0.462962962962963
"392",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,10,0.340277777777778
"393",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,5.5,0.131944444444444
"394",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,10,0.585648148148148
"395",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,6.3,0.25
"396",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8.6,0.483796296296296
"397",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,10,0.729166666666667
"398",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,10,0.148148148148148
"399",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,10,0.208333333333333
"400",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,9,0.736111111111111
"401",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,10,0.638888888888889
"402",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,10,0.648148148148148
"403",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6.3,0.201388888888889
"404",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,5.7,1
"405",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,7.3,0.361111111111111
"406",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,7.5,0.240740740740741
"407",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,9.3,0.303240740740741
"408",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,9,0.365740740740741
"409",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,8.9,0.444444444444444
"410",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7.1,0.453703703703704
"411",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,3.9,0.428240740740741
"412",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,7.1,0.525462962962963
"413",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,9.5,0.125
"414",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,9.7,0.483796296296296
"415",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,10,0.354166666666667
"416",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,8.9,0.349537037037037
"417",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8.6,0.488425925925926
"418",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,9.7,0.68287037037037
"419",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,10,0.31712962962963
"420",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,7.45,0.185185185185185
"421",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,10,0.398148148148148
"422",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,9.4,0.303240740740741
"423",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,8.9,0.458333333333333
"424",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,10,0.400462962962963
"425",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,8.9,0.358796296296296
"426",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,10,0.101851851851852
"427",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,8.9,0.354166666666667
"428",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,8.15,0.347222222222222
"429",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,8,0.358796296296296
"430",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,4.45,0.428240740740741
"431",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,10,0.520833333333333
"432",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,9.1,0.368055555555556
"433",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,10,0.12037037037037
"434",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,10,0.368055555555556
"435",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,10,0.44212962962963
"436",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,10,0.381944444444444
"437",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,6.85,0.618055555555556
"438",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,9.6,0.530092592592593
"439",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,9.7,0.30787037037037
"440",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,10,0.155092592592593
"441",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,10,0.43287037037037
"442",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,10,0.263888888888889
"443",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,4.35,0.469907407407407
"444",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,10,0.412037037037037
"445",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,9.1,0.393518518518519
"446",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,4.8,0.483796296296296
"447",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,2.15,0.178240740740741
"448",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,6.1,0.460648148148148
"449",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,9.55,0.4375
"450",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,10,0.368055555555556
"451",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9.3,0.537037037037037
"452",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,10,0.606481481481482
"453",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,7.4,0.509259259259259
"454",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,10,0.287037037037037
"455",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,10,0.400462962962963
"456",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,2.5,0.569444444444444
"457",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,9.6,0.543981481481482
"458",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9.9,0.659722222222222
"459",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,8.8,0.576388888888889
"460",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,8.5,0.50462962962963
"461",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,9.3,0.282407407407407
"462",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,7,0.356481481481481
"463",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,6.6,0.212962962962963
"464",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,7.9,0.486111111111111
"465",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,0.342592592592593
"466",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,9.9,0.314814814814815
"467",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,10,0.381944444444444
"468",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,10,0.0763888888888889
"469",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,10,0.372685185185185
"470",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,10,0.229166666666667
"471",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,9.2,0.407407407407407
"472",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,0.523148148148148
"473",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,10,0.594907407407407
"474",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,8.85,0.435185185185185
"475",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,9.9,0.206018518518519
"476",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,10,0.548611111111111
"477",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,9.9,0.451388888888889
"478",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,9.45,0.673611111111111
"479",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,3.1,0.671296296296296
"480",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,6.25,0.782407407407407
"481",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,9.3,0.532407407407407
"482",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,9.8,0.210648148148148
"483",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,9.9,0.597222222222222
"484",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,9.8,0.474537037037037
"485",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,10,0.5625
"486",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,9.8,0.546296296296296
"487",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,8.9,0.518518518518518
"488",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,8,0.4375
"489",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,8.95,0.518518518518518
"490",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,9.9,0.511574074074074
"491",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,10,0.462962962962963
"492",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,10,0.643518518518518
"493",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,10,0.69212962962963
"494",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,9.1,0.787037037037037
"495",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,5.8,0.599537037037037
"496",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,9.8,0.340277777777778
"497",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,10,0.490740740740741
"498",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,9.9,0.671296296296296
